id,code,nama,unit,description,status,deleted_at,updated_at,created_at
964,TMI-12,APAR,,Input Oleh Teknisi admin,,,2025-11-13 16:19:02,2025-11-13 16:19:02
965,TMI-13,CAT Body,,Input Oleh Teknisi admin,,,2025-11-13 16:19:02,2025-11-13 16:19:02
966,TMI-14,Ban Belakang 200x50-10,,Input Oleh Teknisi admin,,,2025-11-13 16:32:59,2025-11-13 16:32:59
967,TMI-15,Kipas Angin,,Input Oleh Teknisi admin,,,2025-11-13 16:35:35,2025-11-13 16:35:35
968,TMI-16,Lever Stick Maju Mundur,,Input Oleh Teknisi admin,,,2025-11-13 16:35:35,2025-11-13 16:35:35
969,TMI-17,Bearing Motor Traction,,Input Oleh Teknisi admin,,,2025-11-13 16:39:59,2025-11-13 16:39:59
970,TMI-18,Oli Gardan,,Input Oleh Teknisi admin,,,2025-11-13 16:39:59,2025-11-13 16:39:59
971,TMI-19,Cek,,Input Oleh Teknisi admin,,,2025-11-14 11:05:33,2025-11-14 11:05:33
972,TMI-20,Baut Mast + M16x20,,Input Oleh Teknisi admin,,,2025-11-14 11:24:47,2025-11-14 11:24:47
973,TMI-21,engine overhaul gasket 1DZ-2,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
974,TMI-22,Tali Gas 8FD 1DZ-2,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
975,TMI-23,Alternator Socket (3Pin Model),,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
976,TMI-24,Teflon Side Shit (Bawah),,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
977,TMI-25,Teflon Side Shift (Atas) / Bush Side Shift Atas,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
978,TMI-26,Water Pump Unit (1 Set+Housing) 1DZ,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
979,TMI-27,Glow Plug Relay (Original) Toyota,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
980,TMI-28,Engine Oil Cap / Tutup Oli Mesin Toyota 1- DZ,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
981,TMI-29,Hose 12MM Roll,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
982,TMI-30,Pin Klakson / Contact Horn,,Input Oleh Teknisi Jerry,,,2025-11-14 14:57:10,2025-11-14 14:57:10
983,TMI-31,Tilt Cylinder Seal Kit / Seal Tilt Cylinder,,Input Oleh Teknisi admin,,,2025-11-14 15:02:58,2025-11-14 15:02:58
984,TMI-32,Steering Cylinder / Cyinder Steering  Seal Kit,,Input Oleh Teknisi admin,,,2025-11-14 15:02:58,2025-11-14 15:02:58
985,TMI-33,Main Lift Cylinder Sealkit / Front Lift Cylinder Sealkit,,Input Oleh Teknisi admin,,,2025-11-14 15:02:58,2025-11-14 15:02:58
986,TMI-34,Bearing Roda Belakang (IN),,Input Oleh Teknisi admin,,,2025-11-14 15:02:58,2025-11-14 15:02:58
987,TMI-35,Seal Klep / Valve Seal,,Input Oleh Teknisi admin,,,2025-11-14 15:02:58,2025-11-14 15:02:58
988,TMI-36,Head Gasket / Paking Head 1DZ-2,,Input Oleh Teknisi admin,,,2025-11-14 15:02:58,2025-11-14 15:02:58
989,TMI-37,Radiator Cap/Tutup Radiator Toyota,,Input Oleh Teknisi admin,,,2025-11-14 15:06:47,2025-11-14 15:06:47
990,TMI-38,Bulb 1pin 12v / bohlam 1pin 12v,,Input Oleh Teknisi admin,,,2025-11-14 15:06:47,2025-11-14 15:06:47
991,TMI-39,bulb 2pin 12v / bohlam 2pin 12v,,Input Oleh Teknisi admin,,,2025-11-14 15:06:47,2025-11-14 15:06:47
992,TMI-40,Ban Belakang 600,,Input Oleh Teknisi admin,,,2025-11-14 15:16:53,2025-11-14 15:16:53
993,TMI-41,Baut velg/baut pelek,,Input Oleh Teknisi admin,,,2025-11-14 15:16:53,2025-11-14 15:16:53
994,TMI-42,mount transmisi/transmission mount,,Input Oleh Teknisi admin,,,2025-11-14 15:16:53,2025-11-14 15:16:53
995,TMI-43,Baut velg/baut pelek,,Input Oleh Teknisi admin,,,2025-11-14 15:16:53,2025-11-14 15:16:53
996,TMI-44,engine mount/karet mounting mesin,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
997,TMI-45,engine mount/karet mounting mesin,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
998,TMI-46,Parking Brake Cable Toyota 8FD25/30 (RH),,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
999,TMI-47,inching seal/seal inching,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1000,TMI-48,inching seal/seal inching,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1001,TMI-49,axle bushing / axle bush,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1002,TMI-50,transmission seal//seal transmisi (In/belakang/converter),,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1003,TMI-51,Seal Crankshaft (Belakang),,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1004,TMI-52,axle bushing / axle bush,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1005,TMI-53,Gear Oil/Oli Gardan,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1006,TMI-54,steering pin & bush / pin steering & bushing pin steering,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1007,TMI-55,Hose 13MM,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1008,TMI-56,Seal Crankshaft (Belakang),,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1009,TMI-57,Seal Gardan,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1010,TMI-58,Gear Oil/Oli Gardan,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1011,TMI-59,Fuel Hand Pump/Pompa Solar Tangan,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1012,TMI-60,Hose 13MM,,Input Oleh Teknisi admin,,,2025-11-14 15:16:54,2025-11-14 15:16:54
1013,TMI-61,Bushing Handle Control Valve,,Input Oleh Teknisi admin,,,2025-11-14 15:18:39,2025-11-14 15:18:39
1014,TMI-62,Radiator Hose/Hose Radiator Bawah,,Input Oleh Teknisi admin,,,2025-11-14 15:18:39,2025-11-14 15:18:39
1015,TMI-63,Control Valve Seal Kit,,Input Oleh Teknisi admin,,,2025-11-14 15:19:50,2025-11-14 15:19:50
1016,TMI-64,Side Shift Cylnder Seal Kit,,Input Oleh Teknisi admin,,,2025-11-14 15:19:50,2025-11-14 15:19:50
1017,TMI-65,Bulb 1pin 24V / Bohlam 1pin 24V,,Input Oleh Teknisi admin,,,2025-11-14 15:22:44,2025-11-14 15:22:44
1018,TMI-66,Bulb 2pin 24V / Bohlam 2pin 24V,,Input Oleh Teknisi admin,,,2025-11-14 15:22:44,2025-11-14 15:22:44
